date,adj_close,close,high,low,open,volume,ticker
2015-01-02,171.0936737060547,205.42999267578125,206.8800048828125,204.17999267578125,206.3800048828125,121465900,SPY
2015-01-05,168.0037841796875,201.72000122070312,204.3699951171875,201.35000610351562,204.1699981689453,169632600,SPY
2015-01-06,166.42135620117188,199.82000732421875,202.72000122070312,198.86000061035156,202.08999633789062,209151400,SPY
2015-01-07,168.49522399902344,202.30999755859375,202.72000122070312,200.8800048828125,201.4199981689453,125346700,SPY
2015-01-08,171.48512268066406,205.89999389648438,206.16000366210938,203.99000549316406,204.00999450683594,147217800,SPY
2015-01-09,170.11094665527344,204.25,206.4199981689453,203.50999450683594,206.39999389648438,158567300,SPY
2015-01-12,168.7783203125,202.64999389648438,204.60000610351562,201.9199981689453,204.41000366210938,144396100,SPY
2015-01-13,168.30360412597656,202.0800018310547,205.47999572753906,200.50999450683594,204.1199951171875,214553300,SPY
2015-01-14,167.2875518798828,200.86000061035156,201.10000610351562,198.57000732421875,199.64999389648438,192991100,SPY
2015-01-15,165.75515747070312,199.02000427246094,202.00999450683594,198.8800048828125,201.6300048828125,176613900,SPY
2015-01-16,167.92886352539062,201.6300048828125,201.82000732421875,198.5500030517578,198.77000427246094,211879600,SPY
2015-01-20,168.28700256347656,202.05999755859375,202.72000122070312,200.1699981689453,202.39999389648438,130991100,SPY
2015-01-21,169.13650512695312,203.0800018310547,203.66000366210938,200.94000244140625,201.5,122942700,SPY
2015-01-22,171.65171813964844,206.10000610351562,206.25999450683594,202.3300018310547,203.99000549316406,174356000,SPY
2015-01-23,170.71058654785156,204.97000122070312,206.10000610351562,204.80999755859375,205.7899932861328,117516800,SPY
2015-01-26,171.11038208007812,205.4499969482422,205.55999755859375,203.85000610351562,204.7100067138672,92009700,SPY
2015-01-27,168.8533172607422,202.74000549316406,204.1199951171875,201.74000549316406,202.97000122070312,134044600,SPY
2015-01-28,166.6879119873047,200.13999938964844,204.2899932861328,199.91000366210938,204.1699981689453,168514300,SPY
2015-01-29,168.22869873046875,201.99000549316406,202.3000030517578,198.67999267578125,200.3800048828125,173585400,SPY
2015-01-30,166.1132049560547,199.4499969482422,202.1699981689453,199.1300048828125,200.57000732421875,197729700,SPY
2015-02-02,168.17042541503906,201.9199981689453,202.02999877929688,197.86000061035156,200.0500030517578,163107000,SPY
2015-02-03,170.60231018066406,204.83999633789062,204.85000610351562,202.5500030517578,203.0,124212900,SPY
2015-02-04,169.95263671875,204.05999755859375,205.3800048828125,203.50999450683594,203.9199981689453,134306700,SPY
2015-02-05,171.66831970214844,206.1199951171875,206.3000030517578,204.77000427246094,204.86000061035156,97953200,SPY
2015-02-06,171.19371032714844,205.5500030517578,207.24000549316406,204.9199981689453,206.55999755859375,125672000,SPY
2015-02-09,170.4273681640625,204.6300048828125,205.63999938964844,204.13999938964844,204.77000427246094,87219000,SPY
2015-02-10,172.2430419921875,206.80999755859375,207.1199951171875,204.67999267578125,205.8800048828125,96164200,SPY
2015-02-11,172.3429412841797,206.92999267578125,207.4499969482422,205.8300018310547,206.61000061035156,91087800,SPY
2015-02-12,174.00038146972656,208.9199981689453,208.99000549316406,206.97000122070312,207.88999938964844,97545900,SPY
2015-02-13,174.71658325195312,209.77999877929688,209.83999633789062,208.75999450683594,209.07000732421875,93670400,SPY
2015-02-17,174.9915008544922,210.11000061035156,210.32000732421875,209.10000610351562,209.39999389648438,76968200,SPY
2015-02-18,175.0081329345703,210.1300048828125,210.22000122070312,209.33999633789062,209.66000366210938,80652900,SPY
2015-02-19,174.8832244873047,209.97999572753906,210.4199981689453,209.24000549316406,209.41000366210938,91462500,SPY
2015-02-20,175.9326171875,211.24000549316406,211.3300018310547,208.72999572753906,209.47999572753906,140896400,SPY
2015-02-23,175.9075927734375,211.2100067138672,211.2100067138672,210.47999572753906,210.94000244140625,74411100,SPY
2015-02-24,176.40731811523438,211.80999755859375,212.0500030517578,210.75999450683594,211.1199951171875,72472300,SPY
2015-02-25,176.25743103027344,211.6300048828125,212.24000549316406,211.22000122070312,211.66000366210938,73061700,SPY
2015-02-26,176.0491943359375,211.3800048828125,211.7100067138672,210.64999389648438,211.52000427246094,72697900,SPY
2015-02-27,175.44952392578125,210.66000366210938,211.5800018310547,210.60000610351562,211.25999450683594,108076000,SPY
2015-03-02,176.55723571777344,211.99000549316406,212.05999755859375,210.72000122070312,210.77999877929688,87491400,SPY
2015-03-03,175.83267211914062,211.1199951171875,212.0500030517578,210.0800018310547,211.47000122070312,110325800,SPY
2015-03-04,175.09133911132812,210.22999572753906,210.49000549316406,209.05999755859375,210.39999389648438,114497200,SPY
2015-03-05,175.28298950195312,210.4600067138672,210.8000030517578,209.85000610351562,210.6199951171875,76873000,SPY
2015-03-06,172.81771850585938,207.5,209.94000244140625,207.10000610351562,209.4199981689453,188128000,SPY
2015-03-09,173.53399658203125,208.36000061035156,208.7899932861328,207.5500030517578,207.74000549316406,89818900,SPY
2015-03-10,170.7188720703125,204.97999572753906,206.80999755859375,204.92999267578125,206.7100067138672,157121300,SPY
2015-03-11,170.3191375732422,204.5,205.5,204.39999389648438,205.2899932861328,110145700,SPY
2015-03-12,172.4845733642578,207.10000610351562,207.17999267578125,205.1999969482422,205.25999450683594,93993500,SPY
2015-03-13,171.4268341064453,205.8300018310547,207.92999267578125,204.5800018310547,206.77000427246094,162410900,SPY
2015-03-16,173.7172393798828,208.5800018310547,208.69000244140625,205.86000061035156,206.7100067138672,136099200,SPY
2015-03-17,173.20082092285156,207.9600067138672,208.4199981689453,206.97999572753906,207.69000244140625,94510400,SPY
2015-03-18,175.28298950195312,210.4600067138672,211.27000427246094,206.6199951171875,207.38999938964844,228808500,SPY
2015-03-19,174.4833526611328,209.5,210.47000122070312,209.02999877929688,209.9600067138672,117917300,SPY
2015-03-20,176.02357482910156,210.41000366210938,211.02000427246094,209.49000549316406,209.7100067138672,177715100,SPY
